,chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
16,2024-12-28,17,Sleigh Ride,The Ronettes,18,8,32
17,2024-12-28,18,Birds Of A Feather,Billie Eilish,13,2,31
18,2024-12-28,19,That's So True,Gracie Abrams,19,6,9
19,2024-12-28,20,Squabble Up,Kendrick Lamar,10,1,4
20,2024-12-28,21,Run Rudolph Run,Chuck Berry,28,10,25
21,2024-12-28,22,APT.,ROSE & Bruno Mars,20,8,9
22,2024-12-28,23,Christmas (Baby Please Come Home),Darlene Love,31,15,25
23,2024-12-28,24,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,27,12,26
24,2024-12-28,25,Lose Control,Teddy Swims,23,1,71
25,2024-12-28,26,Taste,Sabrina Carpenter,25,2,17
26,2024-12-28,27,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,33,16,17
27,2024-12-28,28,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,32,12,38
28,2024-12-28,29,I Had Some Help,Post Malone Featuring Morgan Wallen,24,1,32
29,2024-12-28,30,Espresso,Sabrina Carpenter,17,3,36
30,2024-12-28,31,Deck The Halls,Nat King Cole,38,16,16
31,2024-12-28,32,Timeless,The Weeknd & Playboi Carti,29,3,12
32,2024-12-28,33,Beautiful Things,Benson Boone,26,2,48
33,2024-12-28,34,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",36,10,8
34,2024-12-28,35,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,39,21,23
35,2024-12-28,36,Blue Christmas,Elvis Presley,42,18,15
36,2024-12-28,37,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,44,20,11
37,2024-12-28,38,Love Somebody,Morgan Wallen,34,1,9
38,2024-12-28,39,Wonderful Christmastime,Paul McCartney,46,26,15
39,2024-12-28,40,"Good Luck, Babe!",Chappell Roan,35,4,37
40,2024-12-28,41,Too Sweet,Hozier,30,1,39
41,2024-12-28,42,Not Like Us,Kendrick Lamar,37,1,33
42,2024-12-28,43,Little Saint Nick,The Beach Boys,45,25,10
43,2024-12-28,44,Stargazing,Myles Smith,40,20,32
44,2024-12-28,45,Whatchu Kno About Me,GloRilla & Sexyy Red,41,17,10
45,2024-12-28,46,Christmastime Is Here,Vince Guaraldi Trio,48,39,6
46,2024-12-28,47,Who,Jimin,43,12,22
47,2024-12-28,48,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,-,16,28
48,2024-12-28,49,Please Come Home For Christmas,Eagles,-,18,16
49,2024-12-28,50,Like It's Christmas,Jonas Brothers,-,40,8
50,2024-12-28,51,High Road,Koe Wetzel & Jessie Murph,53,22,28
51,2024-12-28,52,Sailor Song,Gigi Perez,51,22,18
52,2024-12-28,53,I Am Not Okay,Jelly Roll,50,14,27
53,2024-12-28,54,Messy,Lola Young,64,54,3
54,2024-12-28,55,Bed Chem,Sabrina Carpenter,56,14,17
55,2024-12-28,56,Like Him,"Tyler, The Creator Featuring Lola Young",58,29,8
56,2024-12-28,57,"I Love You, I'm Sorry",Gracie Abrams,65,19,20
57,2024-12-28,58,Wind Up Missin' You,Tucker Wetmore,61,40,38
58,2024-12-28,59,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,55,44,4
59,2024-12-28,60,Hey Now,Kendrick Lamar Featuring Dody6,52,5,4
60,2024-12-28,61,Tu Boda,Oscar Maydon & Fuerza Regida,62,22,9
61,2024-12-28,62,Pink Pony Club,Chappell Roan,70,26,27
62,2024-12-28,63,Wacced Out Murals,Kendrick Lamar,54,4,4
63,2024-12-28,64,No One Noticed,The Marias,63,22,12
64,2024-12-28,65,Indigo,Sam Barber Featuring Avery Anna,98,65,2
65,2024-12-28,66,I Never Lie,Zach Top,73,58,13
66,2024-12-28,67,Christmas Magic,Laufey,79,67,3
67,2024-12-28,68,It's Ok I'm Ok,Tate McRae,71,20,14
68,2024-12-28,69,Que Pasaria...,Rauw Alejandro & Bad Bunny,67,34,5
69,2024-12-28,70,Dodger Blue,"Kendrick Lamar Featuring Wallie the Sensei, Siete7x & Roddy Ricch",57,11,4
70,2024-12-28,71,Peekaboo,Kendrick Lamar Featuring AzChike,60,13,4
71,2024-12-28,72,Empty Out Your Pockets,Juice WRLD,59,56,3
72,2024-12-28,73,Popular,Ariana Grande,69,53,4
73,2024-12-28,74,Liar,Jelly Roll,78,62,12
74,2024-12-28,75,4x4xU,Lainey Wilson,88,75,6
75,2024-12-28,76,I'm Gonna Love You,Cody Johnson & Carrie Underwood,80,42,12
76,2024-12-28,77,Good News,Shaboozey,85,71,4
77,2024-12-28,78,Reincarnated,Kendrick Lamar,68,8,4
78,2024-12-28,79,Help Me,Real Boston Richey,81,47,22
79,2024-12-28,80,Jingle Bells,Meghan Trainor,99,78,4
80,2024-12-28,81,Dancing In The Flames,The Weeknd,77,14,14
81,2024-12-28,82,Residuals,Chris Brown,84,59,16
82,2024-12-28,83,Heart Of A Woman,Summer Walker,83,57,8
83,2024-12-28,84,What Is This Feeling?,Ariana Grande & Cynthia Erivo,75,62,4
84,2024-12-28,85,Rosones,Tito Double P,87,85,2
85,2024-12-28,86,Gang Baby,NLE Choppa,82,82,4
86,2024-12-28,87,Khe?,Rauw Alejandro & Romeo Santos,89,60,4
87,2024-12-28,88,Dos Dias,Tito Double P & Peso Pluma,86,51,15
88,2024-12-28,89,Think I'm In Love With You,Chris Stapleton,94,49,33
89,2024-12-28,90,Heart Pt. 6,Kendrick Lamar,72,14,4
90,2024-12-28,91,Close To You,Gracie Abrams,100,49,19
91,2024-12-28,92,No Pole,Don Toliver,92,77,8
92,2024-12-28,93,Guy For That,Post Malone Featuring Luke Combs,-,17,19
93,2024-12-28,94,25,Rod Wave,97,16,10
94,2024-12-28,95,Man At The Garden,Kendrick Lamar,74,9,4
95,2024-12-28,96,Gloria,Kendrick Lamar & SZA,76,27,4
96,2024-12-28,97,Diet Pepsi,Addison Rae,-,54,13
97,2024-12-28,98,Disease,Lady Gaga,-,27,7
98,2024-12-28,99,Shake Dat Ass (Twerk Song),BossMan Dlow,-,54,13
99,2024-12-28,100,St. Chroma,"Tyler, The Creator Featuring Daniel Caesar",95,7,8
0,2025-01-04,1,All I Want For Christmas Is You,Mariah Carey,1,1,71
1,2025-01-04,2,Rockin' Around The Christmas Tree,Brenda Lee,2,1,64
2,2025-01-04,3,Last Christmas,Wham!,3,3,45
3,2025-01-04,4,Jingle Bell Rock,Bobby Helms,4,3,61
4,2025-01-04,5,Santa Tell Me,Ariana Grande,9,5,29
5,2025-01-04,6,A Holly Jolly Christmas,Burl Ives,5,4,45
6,2025-01-04,7,It's The Most Wonderful Time Of The Year,Andy Williams,7,5,45
7,2025-01-04,8,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,8,7,36
8,2025-01-04,9,Underneath The Tree,Kelly Clarkson,10,9,32
9,2025-01-04,10,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",14,9,49
10,2025-01-04,11,Feliz Navidad,Jose Feliciano,16,6,37
11,2025-01-04,12,It's Beginning To Look A Lot Like Christmas,Michael Buble,15,12,24
12,2025-01-04,13,Sleigh Ride,The Ronettes,17,8,33
13,2025-01-04,14,Run Rudolph Run,Chuck Berry,21,10,26
14,2025-01-04,15,Christmas (Baby Please Come Home),Darlene Love,23,15,26
15,2025-01-04,16,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,24,12,27
16,2025-01-04,17,Die With A Smile,Lady Gaga & Bruno Mars,6,2,19
17,2025-01-04,18,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,27,16,18
18,2025-01-04,19,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,28,12,39
19,2025-01-04,20,Deck The Halls,Nat King Cole,31,16,17
20,2025-01-04,21,Blue Christmas,Elvis Presley,36,18,16
21,2025-01-04,22,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,37,20,12
22,2025-01-04,23,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,35,21,24
23,2025-01-04,24,A Bar Song (Tipsy),Shaboozey,13,1,37
24,2025-01-04,25,Little Saint Nick,The Beach Boys,43,25,11
25,2025-01-04,26,Wonderful Christmastime,Paul McCartney,39,26,16
26,2025-01-04,27,Luther,Kendrick Lamar & SZA,11,3,5
27,2025-01-04,28,Birds Of A Feather,Billie Eilish,18,2,32
28,2025-01-04,29,Please Come Home For Christmas,Eagles,49,18,17
29,2025-01-04,30,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,48,16,29
30,2025-01-04,31,Christmastime Is Here,Vince Guaraldi Trio,46,31,7
31,2025-01-04,32,TV Off,Kendrick Lamar Featuring Lefty Gunplay,12,2,5
32,2025-01-04,33,That's So True,Gracie Abrams,19,6,10
33,2025-01-04,34,APT.,ROSE & Bruno Mars,22,8,10
34,2025-01-04,35,This Christmas,Donny Hathaway,-,34,6
35,2025-01-04,36,Baby It's Cold Outside,Dean Martin,-,36,2
36,2025-01-04,37,Holly Jolly Christmas,Michael Buble,-,37,1
37,2025-01-04,38,Merry Christmas,Ed Sheeran & Elton John,-,38,8
38,2025-01-04,39,Like It's Christmas,Jonas Brothers,50,39,9
39,2025-01-04,40,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,-,31,13
40,2025-01-04,41,Taste,Sabrina Carpenter,26,2,18
41,2025-01-04,42,Mistletoe,Justin Bieber,-,11,14
42,2025-01-04,43,Snowman,Sia,-,43,1
43,2025-01-04,44,Squabble Up,Kendrick Lamar,20,1,5
44,2025-01-04,45,30 For 30,SZA With Kendrick Lamar,-,45,1
45,2025-01-04,46,Espresso,Sabrina Carpenter,30,3,37
46,2025-01-04,47,I Had Some Help,Post Malone Featuring Morgan Wallen,29,1,33
47,2025-01-04,48,Winter Wonderland,Darlene Love,-,48,1
48,2025-01-04,49,Happy Holiday / The Holiday Season,Andy Williams,-,18,21
49,2025-01-04,50,You Make It Feel Like Christmas,Gwen Stefani Featuring Blake Shelton,-,50,1
50,2025-01-04,51,Timeless,The Weeknd & Playboi Carti,32,3,13
51,2025-01-04,52,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",34,10,9
52,2025-01-04,53,Love Somebody,Morgan Wallen,38,1,10
53,2025-01-04,54,Whatchu Kno About Me,GloRilla & Sexyy Red,45,17,11
54,2025-01-04,55,BMF,SZA,-,55,1
55,2025-01-04,56,Christmas Magic,Laufey,67,56,4
56,2025-01-04,57,High Road,Koe Wetzel & Jessie Murph,51,22,29
57,2025-01-04,58,Sailor Song,Gigi Perez,52,22,19
58,2025-01-04,59,Drive,SZA,-,59,1
59,2025-01-04,60,Bed Chem,Sabrina Carpenter,55,14,18
60,2025-01-04,61,Messy,Lola Young,54,54,4
61,2025-01-04,62,Diamond Boy (DTM),SZA,-,62,1
62,2025-01-04,63,Scorsese Baby Daddy,SZA,-,63,1
63,2025-01-04,64,What Do I Do,SZA,-,64,1
64,2025-01-04,65,Wind Up Missin' You,Tucker Wetmore,58,40,39
65,2025-01-04,66,Like Him,"Tyler, The Creator Featuring Lola Young",56,29,9
66,2025-01-04,67,Pink Pony Club,Chappell Roan,62,26,28
67,2025-01-04,68,Tu Boda,Oscar Maydon & Fuerza Regida,61,22,10
68,2025-01-04,69,No More Hiding,SZA,-,69,1
69,2025-01-04,70,Crybaby,SZA,-,70,1
70,2025-01-04,71,Kitchen,SZA,-,71,1
71,2025-01-04,72,I Never Lie,Zach Top,66,58,14
72,2025-01-04,73,Another Life,SZA,-,73,1
73,2025-01-04,74,No One Noticed,The Marias,64,22,13
74,2025-01-04,75,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,59,44,5
75,2025-01-04,76,It's Ok I'm Ok,Tate McRae,68,20,15
76,2025-01-04,77,Indigo,Sam Barber Featuring Avery Anna,65,65,3
77,2025-01-04,78,Run Rudolph Run,Mark Ambor,-,78,1
78,2025-01-04,79,Love Me 4 Me,SZA,-,79,1
79,2025-01-04,80,Chill Baby,SZA,-,80,1
80,2025-01-04,81,My Turn,SZA,-,81,1
81,2025-01-04,82,Hey Now,Kendrick Lamar Featuring Dody6,60,5,5
82,2025-01-04,83,Que Pasaria...,Rauw Alejandro & Bad Bunny,69,34,6
83,2025-01-04,84,Liar,Jelly Roll,74,62,13
84,2025-01-04,85,Residuals,Chris Brown,82,59,17
85,2025-01-04,86,Help Me,Real Boston Richey,79,47,23
86,2025-01-04,87,I'm Gonna Love You,Cody Johnson & Carrie Underwood,76,42,13
87,2025-01-04,88,Holiday Road,Kesha,-,88,1
88,2025-01-04,89,Santa Baby,Laufey,-,89,1
89,2025-01-04,90,Wacced Out Murals,Kendrick Lamar,63,4,5
90,2025-01-04,91,Dancing In The Flames,The Weeknd,81,14,15
91,2025-01-04,92,Empty Out Your Pockets,Juice WRLD,72,56,4
92,2025-01-04,93,Heart Of A Woman,Summer Walker,83,57,9
93,2025-01-04,94,4x4xU,Lainey Wilson,75,75,7
94,2025-01-04,95,Good News,Shaboozey,77,71,5
95,2025-01-04,96,Dos Dias,Tito Double P & Peso Pluma,88,51,16
96,2025-01-04,97,25,Rod Wave,94,16,11
97,2025-01-04,98,Popular,Ariana Grande,73,53,5
98,2025-01-04,99,Think I'm In Love With You,Chris Stapleton,89,49,34
99,2025-01-04,100,Peekaboo,Kendrick Lamar Featuring AzChike,71,13,5
0,2025-01-11,1,Die With A Smile,Lady Gaga & Bruno Mars,17,1,20
1,2025-01-11,2,A Bar Song (Tipsy),Shaboozey,24,1,38
2,2025-01-11,3,Birds Of A Feather,Billie Eilish,28,2,33
3,2025-01-11,4,Lose Control,Teddy Swims,-,1,72
4,2025-01-11,5,APT.,ROSE & Bruno Mars,34,5,11
5,2025-01-11,6,That's So True,Gracie Abrams,33,6,11
6,2025-01-11,7,Luther,Kendrick Lamar & SZA,27,3,6
7,2025-01-11,8,I Had Some Help,Post Malone Featuring Morgan Wallen,47,1,34
8,2025-01-11,9,Espresso,Sabrina Carpenter,46,3,38
9,2025-01-11,10,Taste,Sabrina Carpenter,41,2,19
10,2025-01-11,11,TV Off,Kendrick Lamar Featuring Lefty Gunplay,32,2,6
11,2025-01-11,12,Beautiful Things,Benson Boone,-,2,49
12,2025-01-11,13,Love Somebody,Morgan Wallen,53,1,11
13,2025-01-11,14,Too Sweet,Hozier,-,1,40
14,2025-01-11,15,Timeless,The Weeknd & Playboi Carti,51,3,14
15,2025-01-11,16,Squabble Up,Kendrick Lamar,44,1,6
16,2025-01-11,17,"Good Luck, Babe!",Chappell Roan,-,4,38
17,2025-01-11,18,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",52,10,10
18,2025-01-11,19,Stargazing,Myles Smith,-,19,33
19,2025-01-11,20,Not Like Us,Kendrick Lamar,-,1,34
20,2025-01-11,21,Whatchu Kno About Me,GloRilla & Sexyy Red,54,17,12
21,2025-01-11,22,30 For 30,SZA With Kendrick Lamar,45,22,2
22,2025-01-11,23,High Road,Koe Wetzel & Jessie Murph,57,22,30
23,2025-01-11,24,Who,Jimin,-,12,23
24,2025-01-11,25,Messy,Lola Young,61,25,5
25,2025-01-11,26,Please Please Please,Sabrina Carpenter,-,1,28
26,2025-01-11,27,Smile,Morgan Wallen,-,27,1
27,2025-01-11,28,I Am Not Okay,Jelly Roll,-,14,28
28,2025-01-11,29,BMF,SZA,55,29,2
29,2025-01-11,30,Million Dollar Baby,Tommy Richman,-,2,32
30,2025-01-11,31,Wind Up Missin' You,Tucker Wetmore,65,31,40
31,2025-01-11,32,Bed Chem,Sabrina Carpenter,60,14,19
32,2025-01-11,33,Sailor Song,Gigi Perez,58,22,20
33,2025-01-11,34,Lies Lies Lies,Morgan Wallen,-,7,22
34,2025-01-11,35,Wildflower,Billie Eilish,-,17,29
35,2025-01-11,36,Pink Pony Club,Chappell Roan,67,26,29
36,2025-01-11,37,Like Him,"Tyler, The Creator Featuring Lola Young",66,29,10
37,2025-01-11,38,I Never Lie,Zach Top,72,38,15
38,2025-01-11,39,Liar,Jelly Roll,84,39,14
39,2025-01-11,40,I'm Gonna Love You,Cody Johnson & Carrie Underwood,87,40,14
40,2025-01-11,41,Scorsese Baby Daddy,SZA,63,41,2
41,2025-01-11,42,Tu Boda,Oscar Maydon & Fuerza Regida,68,22,11
42,2025-01-11,43,"I Love You, I'm Sorry",Gracie Abrams,-,19,21
43,2025-01-11,44,It's Ok I'm Ok,Tate McRae,76,20,16
44,2025-01-11,45,4x4xU,Lainey Wilson,94,45,8
45,2025-01-11,46,No One Noticed,The Marias,74,22,14
46,2025-01-11,47,Good News,Shaboozey,95,47,6
47,2025-01-11,48,Indigo,Sam Barber Featuring Avery Anna,77,48,4
48,2025-01-11,49,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,75,44,6
49,2025-01-11,50,Loco,Neton Vega,-,50,1
50,2025-01-11,51,Drive,SZA,59,51,2
51,2025-01-11,52,Que Pasaria...,Rauw Alejandro & Bad Bunny,83,34,7
52,2025-01-11,53,Think I'm In Love With You,Chris Stapleton,99,49,35
53,2025-01-11,54,Guy For That,Post Malone Featuring Luke Combs,-,17,20
54,2025-01-11,55,Dancing In The Flames,The Weeknd,91,14,16
55,2025-01-11,56,Hey Now,Kendrick Lamar Featuring Dody6,82,5,6
56,2025-01-11,57,Help Me,Real Boston Richey,86,47,24
57,2025-01-11,58,Residuals,Chris Brown,85,58,18
58,2025-01-11,59,Am I Okay?,Megan Moroney,-,59,17
59,2025-01-11,60,Diamond Boy (DTM),SZA,62,60,2
60,2025-01-11,61,I Ain't Sayin',Jordan Davis,-,61,2
61,2025-01-11,62,What Do I Do,SZA,64,62,2
62,2025-01-11,63,Heart Of A Woman,Summer Walker,93,57,10
63,2025-01-11,64,Another Life,SZA,73,64,2
64,2025-01-11,65,Bad Dreams,Teddy Swims,-,65,5
65,2025-01-11,66,No Pole,Don Toliver,-,66,9
66,2025-01-11,67,Empty Out Your Pockets,Juice WRLD,92,56,5
67,2025-01-11,68,Dos Dias,Tito Double P & Peso Pluma,96,51,17
68,2025-01-11,69,Close To You,Gracie Abrams,-,49,20
69,2025-01-11,70,Popular,Ariana Grande,98,53,6
70,2025-01-11,71,Crybaby,SZA,70,70,2
71,2025-01-11,72,Wacced Out Murals,Kendrick Lamar,90,4,6
72,2025-01-11,73,Diet Pepsi,Addison Rae,-,54,14
73,2025-01-11,74,Apple,Charli xcx,-,51,20
74,2025-01-11,75,Boys Back Home,Dylan Marlowe & Dylan Scott,-,75,1
75,2025-01-11,76,25,Rod Wave,97,16,12
76,2025-01-11,77,Kitchen,SZA,71,71,2
77,2025-01-11,78,Peekaboo,Kendrick Lamar Featuring AzChike,100,13,6
78,2025-01-11,79,Burning Down,Alex Warren,-,69,5
79,2025-01-11,80,Disease,Lady Gaga,-,27,8
80,2025-01-11,81,Shake Dat Ass (Twerk Song),BossMan Dlow,-,54,14
81,2025-01-11,82,Gang Baby,NLE Choppa,-,82,5
82,2025-01-11,83,Khe?,Rauw Alejandro & Romeo Santos,-,60,5
83,2025-01-11,84,Brokey,Latto,-,84,4
84,2025-01-11,85,Rosones,Tito Double P,-,85,3
85,2025-01-11,86,Juno,Sabrina Carpenter,-,22,16
86,2025-01-11,87,Nadie,Tito Double P,-,87,1
87,2025-01-11,88,What Is This Feeling?,Ariana Grande & Cynthia Erivo,-,62,5
88,2025-01-11,89,El Club,Bad Bunny,-,66,2
89,2025-01-11,90,Dodger Blue,"Kendrick Lamar Featuring Wallie the Sensei, Siete7x & Roddy Ricch",-,11,5
90,2025-01-11,91,Pitorro de Coco,Bad Bunny,-,91,1
91,2025-01-11,92,The Largest,BigXthaPlug,-,92,2
92,2025-01-11,93,Wondering Why,The Red Clay Strays,-,71,18
93,2025-01-11,94,Ends Of The Earth,Ty Myers,-,94,1
94,2025-01-11,95,Chill Baby,SZA,80,80,2
95,2025-01-11,96,Holy Smokes,Bailey Zimmerman,-,54,7
96,2025-01-11,97,High Road,Zach Bryan,-,29,5
97,2025-01-11,98,On One Tonight,Gunna,-,54,7
98,2025-01-11,99,St. Chroma,"Tyler, The Creator Featuring Daniel Caesar",-,7,9
99,2025-01-11,100,Cowboy Songs,George Birge,-,100,1
0,2025-01-18,1,Die With A Smile,Lady Gaga & Bruno Mars,1,1,21
1,2025-01-18,2,A Bar Song (Tipsy),Shaboozey,2,1,39
2,2025-01-18,3,Birds Of A Feather,Billie Eilish,3,2,34
3,2025-01-18,4,Smile,Morgan Wallen,27,4,2
4,2025-01-18,5,APT.,ROSE & Bruno Mars,5,5,12
5,2025-01-18,6,Lose Control,Teddy Swims,4,1,73
6,2025-01-18,7,Luther,Kendrick Lamar & SZA,7,3,7
7,2025-01-18,8,That's So True,Gracie Abrams,6,6,12
8,2025-01-18,9,I Had Some Help,Post Malone Featuring Morgan Wallen,8,1,35
9,2025-01-18,10,Espresso,Sabrina Carpenter,9,3,39
10,2025-01-18,11,TV Off,Kendrick Lamar Featuring Lefty Gunplay,11,2,7
11,2025-01-18,12,Taste,Sabrina Carpenter,10,2,20
12,2025-01-18,13,Love Somebody,Morgan Wallen,13,1,12
13,2025-01-18,14,Beautiful Things,Benson Boone,12,2,50
14,2025-01-18,15,Timeless,The Weeknd & Playboi Carti,15,3,15
15,2025-01-18,16,"Dum, Dumb, And Dumber","Lil Baby, Young Thug & Future",-,16,1
16,2025-01-18,17,Too Sweet,Hozier,14,1,41
17,2025-01-18,18,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",18,10,11
18,2025-01-18,19,Squabble Up,Kendrick Lamar,16,1,7
19,2025-01-18,20,Stargazing,Myles Smith,19,19,34
20,2025-01-18,21,"Good Luck, Babe!",Chappell Roan,17,4,39
21,2025-01-18,22,30 For 30,SZA With Kendrick Lamar,22,22,3
22,2025-01-18,23,Not Like Us,Kendrick Lamar,20,1,35
23,2025-01-18,24,Messy,Lola Young,25,24,6
24,2025-01-18,25,High Road,Koe Wetzel & Jessie Murph,23,22,31
25,2025-01-18,26,Whatchu Kno About Me,GloRilla & Sexyy Red,21,17,13
26,2025-01-18,27,Nuevayol,Bad Bunny,-,27,1
27,2025-01-18,28,Baile Inolvidable,Bad Bunny,-,28,1
28,2025-01-18,29,Tweaker,Gelo,-,29,1
29,2025-01-18,30,Sailor Song,Gigi Perez,33,22,21
30,2025-01-18,31,Wind Up Missin' You,Tucker Wetmore,31,31,41
31,2025-01-18,32,Please Please Please,Sabrina Carpenter,26,1,29
32,2025-01-18,33,I Am Not Okay,Jelly Roll,28,14,29
33,2025-01-18,34,BMF,SZA,29,29,3
34,2025-01-18,35,Bed Chem,Sabrina Carpenter,32,14,20
35,2025-01-18,36,Voy A Llevarte Pa PR,Bad Bunny,-,36,1
36,2025-01-18,37,El Club,Bad Bunny,89,37,3
37,2025-01-18,38,DTMF,Bad Bunny,-,38,1
38,2025-01-18,39,Who,Jimin,24,12,24
39,2025-01-18,40,Million Dollar Baby,Tommy Richman,30,2,33
40,2025-01-18,41,Wildflower,Billie Eilish,35,17,30
41,2025-01-18,42,Lies Lies Lies,Morgan Wallen,34,7,23
42,2025-01-18,43,Velda,"Bad Bunny, Omar Courtz & Dei V",-,43,1
43,2025-01-18,44,By Myself,Lil Baby & Rylo Rodriguez Featuring Rod Wave,-,44,1
44,2025-01-18,45,Perfumito Nuevo,Bad Bunny & RaiNao,-,45,1
45,2025-01-18,46,Like Him,"Tyler, The Creator Featuring Lola Young",37,29,11
46,2025-01-18,47,Pink Pony Club,Chappell Roan,36,26,30
47,2025-01-18,48,No One Noticed,The Marias,46,22,15
48,2025-01-18,49,Liar,Jelly Roll,39,39,15
49,2025-01-18,50,Outfit,Lil Baby & 21 Savage,-,50,1
50,2025-01-18,51,Stuff,Lil Baby Featuring Travis Scott,-,51,1
51,2025-01-18,52,Weltita,Bad Bunny & Chuwi,-,52,1
52,2025-01-18,53,Redbone,Lil Baby & GloRilla,-,53,1
53,2025-01-18,54,EOO,Bad Bunny,-,54,1
54,2025-01-18,55,I Never Lie,Zach Top,38,38,16
55,2025-01-18,56,I'm Gonna Love You,Cody Johnson & Carrie Underwood,40,40,15
56,2025-01-18,57,F U 2x,Lil Baby,-,57,1
57,2025-01-18,58,4x4xU,Lainey Wilson,45,45,9
58,2025-01-18,59,Ketu Tecre,Bad Bunny,-,59,1
59,2025-01-18,60,Pitorro de Coco,Bad Bunny,91,60,2
60,2025-01-18,61,Indigo,Sam Barber Featuring Avery Anna,48,48,5
61,2025-01-18,62,Loco,Neton Vega,50,50,2
62,2025-01-18,63,It's Ok I'm Ok,Tate McRae,44,20,17
63,2025-01-18,64,Good News,Shaboozey,47,47,7
64,2025-01-18,65,Listen Up,Lil Baby,-,65,1
65,2025-01-18,66,Kloufrens,Bad Bunny,-,66,1
66,2025-01-18,67,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,49,44,7
67,2025-01-18,68,Tu Boda,Oscar Maydon & Fuerza Regida,42,22,12
68,2025-01-18,69,Bokete,Bad Bunny,-,69,1
69,2025-01-18,70,Scorsese Baby Daddy,SZA,41,41,3
70,2025-01-18,71,I Promise,Lil Baby,-,71,1
71,2025-01-18,72,Que Pasaria...,Rauw Alejandro & Bad Bunny,52,34,8
72,2025-01-18,73,Due 4A Win,Lil Baby,-,73,1
73,2025-01-18,74,So Sorry,Lil Baby,-,74,1
74,2025-01-18,75,Think I'm In Love With You,Chris Stapleton,53,49,36
75,2025-01-18,76,Denial Is A River,Doechii,-,76,1
76,2025-01-18,77,Turista,Bad Bunny,-,77,1
77,2025-01-18,78,Guy For That,Post Malone Featuring Luke Combs,54,17,21
78,2025-01-18,79,Residuals,Chris Brown,58,58,19
79,2025-01-18,80,No Pole,Don Toliver,66,66,10
80,2025-01-18,81,I Ain't Sayin',Jordan Davis,61,61,3
81,2025-01-18,82,Am I Okay?,Megan Moroney,59,59,18
82,2025-01-18,83,Cafe Con Ron,Bad Bunny & Los Pleneros de La Cresta,-,83,1
83,2025-01-18,84,Help Me,Real Boston Richey,57,47,25
84,2025-01-18,85,Bad Dreams,Teddy Swims,65,65,6
85,2025-01-18,86,Stiff Gang,Lil Baby,-,86,1
86,2025-01-18,87,Dancing In The Flames,The Weeknd,55,14,17
87,2025-01-18,88,Boys Back Home,Dylan Marlowe & Dylan Scott,75,75,2
88,2025-01-18,89,Heart Of A Woman,Summer Walker,63,57,11
89,2025-01-18,90,Peekaboo,Kendrick Lamar Featuring AzChike,78,13,7
90,2025-01-18,91,Drive,SZA,51,51,3
91,2025-01-18,92,Popular,Ariana Grande,70,53,7
92,2025-01-18,93,Hey Now,Kendrick Lamar Featuring Dody6,56,5,7
93,2025-01-18,94,Lo Que Le Paso A Hawaii,Bad Bunny,-,94,1
94,2025-01-18,95,La Mudanza,Bad Bunny,-,95,1
95,2025-01-18,96,Close To You,Gracie Abrams,69,49,21
96,2025-01-18,97,Diet Pepsi,Addison Rae,73,54,15
97,2025-01-18,98,Burning Down,Alex Warren,79,69,6
98,2025-01-18,99,Free Promo,Lil Baby,-,99,1
99,2025-01-18,100,Dos Dias,Tito Double P & Peso Pluma,68,51,18
0,2025-01-25,1,Die With A Smile,Lady Gaga & Bruno Mars,1,1,22
1,2025-01-25,2,DTMF,Bad Bunny,38,2,2
2,2025-01-25,3,Baile Inolvidable,Bad Bunny,28,3,2
3,2025-01-25,4,A Bar Song (Tipsy),Shaboozey,2,1,40
4,2025-01-25,5,APT.,ROSE & Bruno Mars,5,5,13
5,2025-01-25,6,Luther,Kendrick Lamar & SZA,7,3,8
6,2025-01-25,7,Birds Of A Feather,Billie Eilish,3,2,35
